_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
056.0192814972380	+31.5706587168052	056.01927274458	0.1580	+31.57067084125	0.0731	216518887758432384	1.3331	0.1725	-1.732	0.229	2.816	0.159	0	2.4811e+03	2.8321e+00	17.2018	0.0012	5.2240e+02	7.0947e+00	18.5564	0.0147	3.1080e+03	8.6097e+00	16.0307	0.0030	2.5257							
056.0254481570727	+31.5762524577942	056.02545533347	0.6241	+31.57624374335	0.2766	216518990837716736	-1.1733	0.6959	1.420	0.819	-2.024	0.607	0	4.1134e+02	1.5323e+00	19.1529	0.0040	8.9312e+01	7.8669e+00	20.4741	0.0956	5.6209e+02	8.3239e+00	17.8874	0.0161	2.5867							
056.0308764783564	+31.5689278722455	056.03096101675	0.7120	+31.56892587019	0.3511	216518990837715712	2.8841	0.7770	16.729	1.064	-0.465	0.768	0	2.2787e+02	1.2835e+00	19.7942	0.0061	6.4115e+01	4.7239e+00	20.8340	0.0800	3.3986e+02	1.2499e+01	18.4337	0.0399	2.4003							
056.0313457300927	+31.5998524103299	056.03135023417	0.1004	+31.59985740908	0.0540	216519098212652416	0.2897	0.1152	0.891	0.146	1.161	0.115	0	1.5721e+04	7.7930e+00	15.1972	0.0005	2.5056e+03	1.4618e+01	16.8541	0.0063	2.1203e+04	5.7214e+01	13.9459	0.0029	2.9082			3961.83	2.7815	1.4080		
056.0209522226258	+31.5741963080399	056.02095573494	0.2312	+31.57419305304	0.1068	216518995133437568	-0.6770	0.2607	0.695	0.315	-0.756	0.232	0	1.2942e+03	2.0199e+00	17.9084	0.0017	1.9594e+02	1.3360e+01	19.6211	0.0740	1.8094e+03	1.0302e+01	16.6181	0.0062	3.0030							
056.0224590691600	+31.6111151053100	056.02245906916	7.1956	+31.61111510531	3.5591	216519849831209856							0	7.7628e+01	1.9773e+00	20.9633	0.0277	2.7006e+01	1.2509e+00	21.7727	0.0503	1.8834e+02	1.8596e+01	19.0745	0.1072	2.6982							
055.9728883434141	+31.6276454116705	055.97292034152	0.0424	+31.62760441848	0.0205	216520163364482560	3.2573	0.0481	6.328	0.060	-9.521	0.043	0	4.3330e+04	9.7816e+01	14.0964	0.0025	1.3838e+04	1.4731e+02	14.9987	0.0116	4.3694e+04	2.5657e+02	13.1609	0.0064	1.8378			3989.78			1.09	0.271
055.9728897343500	+31.6567869503900	055.97288973435	3.7890	+31.65678695039	2.7338	216523152661447680							0	7.5021e+01	1.7204e+00	21.0004	0.0249																
056.2685553310600	+31.4434911227800	056.26855533106	2.4148	+31.44349112278	1.4257	216595239392720000							0	7.8590e+01	1.1407e+00	20.9499	0.0158																
056.2248730651800	+31.4412088101100	056.22487306518	21.0408	+31.44120881011	4.0422	216595376831643776							0	6.8125e+01	2.1740e+00	21.1051	0.0346																
056.2295222890405	+31.4506260973189	056.22952516079	1.2370	+31.45059541593	0.5573	216595372537133440	0.9732	1.3419	0.569	2.066	-7.126	1.472	0	1.1954e+02	8.7319e-01	20.4946	0.0079	4.5678e+01	1.1717e+01	21.2021	0.2785	1.9784e+02	7.0293e+00	19.0212	0.0386	2.1810							
056.2391382038800	+31.4385044538800	056.23913820388	15.5794	+31.43850445388	6.3036	216595308112134144							0	5.3640e+01	1.8543e+00	21.3646	0.0375																
056.2455434834635	+31.4676963031379	056.24556660299	1.5899	+31.46770707564	0.7335	216595514270597504	2.2219	1.7057	4.580	2.816	2.502	1.856	1	1.0475e+02	1.1283e+00	20.6380	0.0117	6.0745e+01	8.1081e+00	20.8926	0.1449	1.8272e+02	9.8799e+00	19.1075	0.0587	1.7851							
056.2523822366836	+31.4530490811297	056.25241288293	0.2502	+31.45304010405	0.1287	216595445552329088	1.6894	0.2740	6.072	0.480	-2.085	0.333	0	7.9755e+02	1.6865e+00	18.4340	0.0023	1.2895e+02	7.6826e+00	20.0754	0.0647	1.0792e+03	9.7514e+00	17.1792	0.0098	2.8962							
056.2450949011394	+31.4627564183253	056.24511370874	0.1600	+31.46273059791	0.0844	216595509975760128	0.5476	0.1830	3.726	0.290	-5.997	0.215	0	1.3295e+03	1.7768e+00	17.8791	0.0015	3.5304e+02	8.6927e+00	18.9818	0.0267	1.5372e+03	9.3644e+00	16.7951	0.0066	2.1868							
056.2396132825090	+31.4610764675981	056.23963515365	0.4834	+31.46106406760	0.2355	216595475616021632	-0.3790	0.5279	4.333	0.868	-2.880	0.586	0	3.1803e+02	1.1821e+00	19.4322	0.0040	1.1409e+02	9.2799e+00	20.2083	0.0883	3.5517e+02	7.3970e+00	18.3858	0.0226	1.8225							
056.2477389794525	+31.4453349323405	056.24775199496	0.4929	+31.44533159123	0.2565	216595406896544640	0.4676	0.5555	2.579	0.878	-0.776	0.656	0	3.3179e+02	1.1633e+00	19.3862	0.0038	9.7959e+01	7.0552e+00	20.3738	0.0782	3.7568e+02	6.3954e+00	18.3249	0.0185	2.0489							
056.2408649321839	+31.4460035000844	056.24086578004	0.6519	+31.44599602564	0.4545	216595475616206592	0.2096	0.8995	0.168	1.276	-1.736	1.166	0	2.3541e+02	1.2100e+00	19.7588	0.0056	7.0859e+01	6.5850e+00	20.7254	0.1009	2.9877e+02	7.5033e+00	18.5736	0.0273	2.1518							
056.2494540652446	+31.4696584314975	056.24943532693	1.2214	+31.46965227886	0.5281	216595514270565120	1.3958	1.2988	-3.712	2.142	-1.429	1.385	0	1.1613e+02	9.1833e-01	20.5260	0.0086	4.9712e+01	8.7397e+00	21.1102	0.1909	1.6277e+02	8.0853e+00	19.2330	0.0539	1.8773							
056.2858115196028	+31.4490238291633	056.28580840565	1.5044	+31.44902295083	0.6202	216595617349812224	1.5184	1.6314	-0.617	2.457	-0.204	1.701	0	9.4793e+01	9.0119e-01	20.7464	0.0103	5.3736e+01	1.0649e+01	21.0257	0.2152	1.2551e+02	9.0406e+00	19.5152	0.0782	1.5105							
056.2823299920600	+31.4582945580600	056.28232999206	5.8739	+31.45829455806	2.6101	216595617349939584							0	7.8029e+01	1.9287e+00	20.9577	0.0268	5.6077e+01	1.6014e+01	20.9794	0.3100	7.6782e+01	1.5459e+01	20.0488	0.2186	0.9307							
056.2907109706344	+31.4508040309933	056.29070825029	1.3171	+31.45080671766	0.6059	216595617349773568	1.1015	1.3822	-0.539	2.327	0.624	1.661	0	1.0429e+02	9.3732e-01	20.6428	0.0098	7.2794e+01	1.4528e+01	20.6962	0.2167	1.6161e+02	7.8194e+00	19.2408	0.0525	1.4554							
056.2883064979930	+31.4458693573233	056.28831012661	0.6813	+31.44584829024	0.3178	216595544335683200	-0.5762	0.7354	0.719	1.304	-4.893	0.884	0	2.0191e+02	9.1474e-01	19.9255	0.0049	8.4390e+01	1.4840e+01	20.5357	0.1909	2.6944e+02	7.2803e+00	18.6858	0.0293	1.8499							
056.2900054879391	+31.4559987556111	056.29000565450	1.7707	+31.45600056825	0.6550	216595617349779712	-2.6574	1.9139	0.033	2.823	0.421	1.817	0	9.4126e+01	1.0068e+00	20.7541	0.0116	7.2561e+01	1.0219e+01	20.6996	0.1529	1.1836e+02	1.0267e+01	19.5789	0.0942	1.1207							
056.3013423039452	+31.4561735698680	056.30136487047	0.2551	+31.45604507487	0.1753	216595582989942912	7.1465	0.2998	4.471	0.556	-29.844	0.518	0	4.6687e+05	6.3765e+02	11.5154	0.0015	1.9560e+05	2.6914e+02	12.1230	0.0015	4.0006e+05	2.5961e+02	10.7566	0.0007	1.3664	-46.11	1.11	4834.84			0.92	0.415
056.3160890850876	+31.4717158134821	056.31609502171	0.4451	+31.47171258001	0.1935	216595681774452352	1.2033	0.4922	1.176	0.792	-0.751	0.550	0	3.4891e+02	1.1446e+00	19.3316	0.0036	1.1059e+02	5.0269e+00	20.2421	0.0494	3.8432e+02	9.7487e+00	18.3002	0.0275	1.9420							
056.3085828862644	+31.4738265199285	056.30859289192	0.9977	+31.47382517229	0.4656	216595754788694656	-1.3419	1.0792	1.982	1.787	-0.313	1.317	0	1.2455e+02	8.1194e-01	20.4500	0.0071	5.1264e+01	8.0340e+00	21.0769	0.1702	1.6681e+02	6.8373e+00	19.2063	0.0445	1.8705							
056.3043235451999	+31.4772249638536	056.30430876840	0.5222	+31.47722954066	0.2458	216595750494114560	0.8672	0.5672	-2.927	0.982	1.063	0.702	0	2.6368e+02	9.3601e-01	19.6357	0.0039	6.0366e+01	5.1871e+00	20.8994	0.0933	3.5597e+02	7.4108e+00	18.3834	0.0226	2.5160							
056.3025688517464	+31.4784437692232	056.30258687998	0.6786	+31.47839270103	0.3248	216595750494114688	2.4603	0.7396	3.571	1.294	-11.861	0.930	0	2.0281e+02	9.4727e-01	19.9207	0.0051	5.7384e+01	1.2268e+01	20.9544	0.2321	3.3168e+02	8.2242e+00	18.4601	0.0269	2.4943							
056.3116085554129	+31.4665565734928	056.31162941826	1.1438	+31.46651453405	0.4514	216595681774778880	2.9388	1.2792	4.133	1.806	-9.764	1.321	0	1.3516e+02	8.4608e-01	20.3613	0.0068	3.1702e+01	5.0993e+00	21.5987	0.1746	2.2919e+02	7.3489e+00	18.8614	0.0348	2.7372							
056.2887244935680	+31.4730139400548	056.28875695866	0.1179	+31.47297942242	0.0596	216595857869188864	1.5324	0.1312	6.431	0.228	-8.017	0.168	0	2.5208e+03	2.2539e+00	17.1845	0.0010	4.8494e+02	8.8411e+00	18.6372	0.0198	3.2113e+03	8.6213e+00	15.9952	0.0029	2.6420							
056.2674531861522	+31.4917284087311	056.26745300438	0.4219	+31.49172785762	0.1999	216595922292807680	0.0823	0.4603	-0.036	0.762	-0.128	0.542	0	3.6178e+02	9.6520e-01	19.2923	0.0029	7.9526e+01	6.0822e+00	20.6001	0.0830	4.9745e+02	9.4004e+00	18.0201	0.0205	2.5801							
056.2773286833267	+31.4835103555020	056.27732040332	1.1425	+31.48350181328	0.5036	216595926587386368	3.0493	1.2539	-1.640	2.100	-1.984	1.492	0	1.2891e+02	1.0318e+00	20.4127	0.0087	4.2715e+01	5.6522e+00	21.2749	0.1437	1.7623e+02	7.9707e+00	19.1467	0.0491	2.1282							
056.2715885101018	+31.4807733030360	056.27160192433	0.5805	+31.48075802262	0.2781	216595922292806784	1.2561	0.6230	2.657	1.104	-3.549	0.764	0	2.2744e+02	9.6654e-01	19.7962	0.0046	5.1412e+01	4.1767e+00	21.0737	0.0882	3.1595e+02	7.4653e+00	18.5129	0.0257	2.5609							
056.2806746651984	+31.4790438135687	056.28065649549	0.7597	+31.47903129732	0.3667	216595853573329920	0.3580	0.8475	-3.599	1.288	-2.907	1.015	0	1.5214e+02	9.1708e-01	20.2327	0.0065	4.4113e+01	5.4283e+00	21.2400	0.1336	2.1442e+02	9.4083e+00	18.9338	0.0476	2.3062							
056.2640891621300	+31.4681952004800	056.26408916213	10.1656	+31.46819520048	2.2874	216595892227686912							0	6.2033e+01	2.1049e+00	21.2068	0.0368																
056.2874695281789	+31.4692588632704	056.28745583796	1.4839	+31.46924525341	0.6104	216595857867981056	1.0292	1.4978	-2.712	2.746	-3.161	1.680	0	9.5535e+01	9.7055e-01	20.7380	0.0110	2.4426e+01	5.7785e+00	21.8818	0.2569	1.4378e+02	1.1168e+01	19.3677	0.0843	2.5141							
056.3054899492595	+31.4952705433132	056.30548368293	0.1448	+31.49525900873	0.0709	216595991012098560	0.0559	0.1598	-1.241	0.279	-2.679	0.206	0	1.4156e+03	1.6120e+00	17.8110	0.0012	2.9129e+02	6.3316e+00	19.1906	0.0236	1.8178e+03	7.5973e+00	16.6130	0.0045	2.5775							
056.2931272801337	+31.4935837209052	056.29314647768	0.2989	+31.49357712049	0.1438	216595956652360064	0.2628	0.3264	3.802	0.565	-1.533	0.411	0	5.4736e+02	1.1635e+00	18.8427	0.0023	1.2813e+02	7.7485e+00	20.0823	0.0657	6.8875e+02	8.6181e+00	17.6668	0.0136	2.4155							
056.3039530875618	+31.4875509383253	056.30396114577	0.3622	+31.48754252527	0.1713	216595991012098176	-0.3467	0.3916	1.596	0.687	-1.954	0.489	0	4.0323e+02	9.9312e-01	19.1745	0.0027	1.1654e+02	5.7455e+00	20.1852	0.0535	4.8997e+02	6.3093e+00	18.0365	0.0140	2.1487							
056.2839095367700	+31.5018541191700	056.28390953677	7.0543	+31.50185411917	4.1394	216596029666702976							0	7.5996e+01	1.4607e+00	20.9864	0.0209	4.3069e+01	1.2767e+01	21.2660	0.3219	1.1034e+02	1.3349e+01	19.6551	0.1313	1.6109							
056.3013359379300	+31.4875830315500	056.30133593793	3.2662	+31.48758303155	1.3935	216595960947226112							0	7.9671e+01	1.1875e+00	20.9351	0.0162	4.5373e+01	6.8905e+00	21.2094	0.1649	1.1994e+02	1.3460e+01	19.5645	0.1218	1.6449							
056.2963115498290	+31.5059757672297	056.29633044692	1.3948	+31.50597564237	0.6115	216596064026411648	-1.4842	1.4844	3.742	2.529	-0.029	1.774	0	9.8275e+01	9.7970e-01	20.7073	0.0108	5.4662e+01	8.5318e+00	21.0072	0.1695	1.2847e+02	9.5391e+00	19.4900	0.0806	1.5172							
056.2913727727474	+31.5008190501132	056.29142646641	0.5536	+31.50081397818	0.2620	216596059731761408	0.4519	0.6007	10.633	1.036	-1.178	0.739	0	2.6704e+02	9.3670e-01	19.6219	0.0038	4.8621e+01	4.8004e+00	21.1343	0.1072	3.9852e+02	7.1998e+00	18.2608	0.0196	2.8735							
056.2033444731295	+31.4407323342199	056.20336887790	0.7255	+31.44072266825	0.3162	216596094091496960	-1.0596	0.8450	4.836	1.037	-2.245	0.755	0	2.3275e+02	1.0063e+00	19.7711	0.0047	4.5557e+01	5.7362e+00	21.2050	0.1367	3.1337e+02	6.8844e+00	18.5218	0.0239	2.6832							
056.2039395555739	+31.4519109520187	056.20396470013	1.1506	+31.45189490091	0.5238	216596167105593728	1.5365	1.2818	4.982	1.882	-3.728	1.358	0	1.2359e+02	8.7426e-01	20.4584	0.0077	5.3420e+01	9.1468e+00	21.0321	0.1859	1.6245e+02	5.5364e+00	19.2351	0.0370	1.7970							
056.2376557417234	+31.4876015780773	056.23768723237	1.0269	+31.48756363322	0.4008	216596338905526272	1.9586	1.1591	6.237	1.612	-8.813	0.985	0	1.5844e+02	9.9248e-01	20.1887	0.0068	5.1288e+01	1.0091e+01	21.0763	0.2136	2.4400e+02	8.7567e+00	18.7935	0.0390	2.2829							
056.2263743782902	+31.4898296961481	056.22636034677	0.0860	+31.48982792226	0.0451	216596338905526528	0.7238	0.0982	-2.779	0.161	-0.412	0.116	0	4.0384e+03	3.2582e+00	16.6728	0.0009	1.0647e+03	1.1244e+01	17.7833	0.0115	4.5953e+03	1.2957e+01	15.6061	0.0031	2.1772			3955.35	2.7153	1.3860	1.54	0.523
056.2444780726276	+31.4767942949398	056.24448596836	0.5613	+31.47679386869	0.2660	216596265890004992	0.1846	0.6248	1.564	0.940	-0.099	0.673	0	2.7465e+02	1.0555e+00	19.5914	0.0042	6.9457e+01	6.3549e+00	20.7471	0.0993	3.2290e+02	6.8135e+00	18.4892	0.0229	2.2579							
056.2382787368124	+31.4748405164641	056.23826926617	0.5359	+31.47483377827	0.2627	216596265890004864	-0.6717	0.5941	-1.876	0.898	-1.565	0.655	0	2.6605e+02	1.0402e+00	19.6259	0.0042	9.1374e+01	6.9345e+00	20.4493	0.0824	2.9332e+02	6.0435e+00	18.5935	0.0224	1.8558							
056.2264380811613	+31.4652253586422	056.22644131680	0.1880	+31.46522797642	0.0879	216596231530265984	0.4486	0.2093	0.641	0.354	0.608	0.243	0	1.3019e+03	1.7540e+00	17.9019	0.0015	3.7914e+02	9.1680e+00	18.9044	0.0263	1.4004e+03	6.3291e+00	16.8963	0.0049	2.0081							
056.2262004305965	+31.4815156662365	056.22619396829	0.9284	+31.48147802707	0.4088	216596338904216960	0.6281	1.0121	-1.280	1.551	-8.742	1.059	0	1.5199e+02	9.4555e-01	20.2339	0.0068	5.7039e+01	8.7209e+00	20.9610	0.1660	1.9615e+02	5.6739e+00	19.0304	0.0314	1.9305							
056.2221141470508	+31.4795731980357	056.22221820822	0.3892	+31.47953582155	0.2031	216596300249928960	0.7665	0.4385	20.612	0.689	-8.681	0.494	0	4.6596e+02	1.5370e+00	19.0175	0.0036	7.5381e+01	8.8519e+00	20.6582	0.1275	6.4209e+02	6.8027e+00	17.7429	0.0115	2.9153							
056.2347582270943	+31.4659226556488	056.23476248242	0.3721	+31.46591336426	0.1829	216596231530266112	1.1786	0.4167	0.843	0.632	-2.158	0.455	0	4.1139e+02	1.2231e+00	19.1527	0.0032	1.2955e+02	6.9695e+00	20.0703	0.0584	4.4664e+02	6.8088e+00	18.1370	0.0166	1.9333							
056.1873567123000	+31.4645626440300	056.18735671230	3.9759	+31.46456264403	1.2087	216596373264024576							0	7.9311e+01	1.0797e+00	20.9400	0.0148																
056.1879444038219	+31.4648875185322	056.18794265729	0.6769	+31.46485859381	0.3276	216596368969404672	0.2651	0.7506	-0.346	1.119	-6.718	0.833	0	2.3504e+02	9.3742e-01	19.7605	0.0043	6.3956e+01	7.0934e+00	20.8367	0.1204	3.1054e+02	1.0302e+01	18.5316	0.0360	2.3050							
056.1882883164303	+31.4725949587684	056.18827732146	1.1362	+31.47259814488	0.5181	216596403329143424	0.9688	1.2161	-2.178	1.949	0.740	1.296	0	1.3658e+02	9.1691e-01	20.3499	0.0073	4.8864e+01	4.6278e+00	21.1289	0.1028	2.0097e+02	7.6543e+00	19.0041	0.0414	2.1248							
056.1904683042062	+31.4880350718748	056.19045476776	0.6154	+31.48803123132	0.2897	216596476343140864	3.0162	0.7055	-2.681	0.989	-0.892	0.705	0	3.3938e+02	1.2050e+00	19.3616	0.0039	3.2858e+01	4.6287e+00	21.5598	0.1530	5.2513e+02	1.0593e+01	17.9613	0.0219	3.5985							
056.2053300513460	+31.5046022667366	056.20532583466	0.2717	+31.50460423007	0.1310	216596613783433088	0.3840	0.3111	-0.835	0.442	0.456	0.325	0	9.7977e+02	1.7738e+00	18.2106	0.0020	2.2719e+02	8.4508e+00	19.4604	0.0404	1.1920e+03	1.0617e+01	17.0712	0.0097	2.3892							
056.2190217833212	+31.4928291352567	056.21902044526	1.1245	+31.49283156359	0.4672	216596545062646784	3.5881	1.1595	-0.265	2.039	0.564	1.222	0	1.3828e+02	9.8772e-01	20.3365	0.0078	4.2310e+01	7.1462e+00	21.2853	0.1834	1.9343e+02	7.6884e+00	19.0456	0.0432	2.2396							
056.2073480719095	+31.4838164759800	056.20734676427	1.0227	+31.48382097098	0.4321	216596510702908672	1.5792	1.0540	-0.259	1.869	1.044	1.105	0	1.4560e+02	9.0667e-01	20.2805	0.0068	4.4261e+01	6.3746e+00	21.2363	0.1564	2.0653e+02	1.0871e+01	18.9745	0.0572	2.2619							
056.2044843405837	+31.4827122589488	056.20450890776	0.2707	+31.48272980409	0.1321	216596506408070528	1.4544	0.3052	4.866	0.472	4.075	0.340	0	7.0402e+02	1.4868e+00	18.5694	0.0023	1.4474e+02	7.2466e+00	19.9499	0.0544	9.2950e+02	1.0310e+01	17.3413	0.0120	2.6086							
056.1891018157459	+31.4926619040711	056.18909996771	0.3060	+31.49265104546	0.1608	216596575127547520	0.7044	0.3464	-0.366	0.549	-2.522	0.396	0	5.7595e+02	1.4126e+00	18.7874	0.0027	1.1943e+02	6.8752e+00	20.1586	0.0625	7.4093e+02	1.1351e+01	17.5875	0.0166	2.5711							
056.2421630377650	+31.4956718687056	056.24216380528	0.6624	+31.49566167315	0.2857	216596712566604416	-0.5185	0.7467	0.152	1.065	-2.368	0.745	0	2.6876e+02	1.1417e+00	19.6150	0.0046	8.8010e+01	8.6907e+00	20.4901	0.1072	3.1709e+02	7.8751e+00	18.5090	0.0270	1.9811							
056.2537019090992	+31.4979799375622	056.25371864336	0.3090	+31.49794786548	0.1477	216596678206866176	0.9999	0.3398	3.314	0.549	-7.449	0.395	0	5.0865e+02	1.1504e+00	18.9223	0.0025	1.0016e+02	6.5598e+00	20.3496	0.0711	6.5860e+02	6.2627e+00	17.7154	0.0103	2.6343							
056.2631044024600	+31.4997980198800	056.26310440246	2.1281	+31.49979801988	1.3944	216596678207212416							0	8.6039e+01	1.2782e+00	20.8516	0.0161	1.5838e+01	5.9721e+00	22.3521	0.4094	1.6103e+02	1.4137e+01	19.2447	0.0953	3.1075							
056.2308919763018	+31.4974772013954	056.23088532101	2.3127	+31.49748269959	0.9482	216596716861470592	4.3120	2.4908	-1.318	3.474	1.277	2.413	0	8.8541e+01	1.1563e+00	20.8205	0.0142	3.2002e+01	9.6228e+00	21.5885	0.3265	1.5242e+02	3.7455e+00	19.3043	0.0267	2.2841							
056.2583711626980	+31.5076467803852	056.25839081764	0.6711	+31.50762212247	0.3106	216596746926529024	0.6196	0.7263	3.892	1.182	-5.727	0.820	0	2.0227e+02	8.9552e-01	19.9235	0.0048	5.3559e+01	6.2146e+00	21.0293	0.1260	3.2287e+02	7.3682e+00	18.4894	0.0248	2.5400							
056.2747266605358	+31.5238449073226	056.27471310375	1.8175	+31.52384154899	0.7051	216596888660132608	-1.7238	1.8983	-2.684	3.005	-0.780	1.748	0	8.8460e+01	1.0312e+00	20.8215	0.0127	3.0193e+01	4.9671e+00	21.6516	0.1786	1.0552e+02	8.0760e+00	19.7036	0.0831	1.9480							
056.2629187854025	+31.5073185223311	056.26291500795	0.4110	+31.50731126747	0.1919	216596785582124288	-0.2586	0.4437	-0.748	0.736	-1.685	0.514	0	3.6027e+02	1.0128e+00	19.2968	0.0031	9.7767e+01	5.7725e+00	20.3759	0.0641	4.2011e+02	6.8632e+00	18.2035	0.0177	2.1724							
056.2841772376762	+31.5118106584899	056.28418181831	0.1242	+31.51176900224	0.0609	216596819941862144	1.3072	0.1376	0.907	0.235	-9.675	0.171	0	2.1395e+03	1.9760e+00	17.3626	0.0010	5.4323e+02	1.1079e+01	18.5139	0.0221	2.5216e+03	1.2613e+01	16.2577	0.0054	2.2562							
056.2699883046829	+31.5265151967877	056.26997073693	0.1501	+31.52650660290	0.0699	216596884365297792	0.6770	0.1606	-3.478	0.307	-1.996	0.196	0	1.7140e+03	1.7836e+00	17.6034	0.0011	4.6391e+02	7.0164e+00	18.6853	0.0164	1.9362e+03	9.3333e+00	16.5445	0.0052	2.1408							
056.2766459854767	+31.5168804123741	056.27665539472	0.1521	+31.51686724168	0.0739	216596815645820800	0.2881	0.1669	1.863	0.283	-3.059	0.204	0	1.3638e+03	1.5857e+00	17.8515	0.0013	3.7184e+02	1.0657e+01	18.9255	0.0311	1.5998e+03	1.4276e+01	16.7517	0.0097	2.1738							
056.2712738279584	+31.5390369171737	056.27120917016	1.7364	+31.53900471594	0.7163	216596884365644800	3.5740	1.7943	-12.799	3.235	-7.479	2.112	0	9.3631e+01	9.5885e-01	20.7598	0.0111	3.4028e+01	7.1500e+00	21.5218	0.2281	1.7225e+02	9.7067e+00	19.1716	0.0612	2.3502							
056.2677840101500	+31.5215576284100	056.26778401015	3.8331	+31.52155762841	1.2272	216596854300424192							0	6.5354e+01	1.2203e+00	21.1502	0.0203																
056.2708806742400	+31.5375145443600	056.27088067424	17.2027	+31.53751454436	4.4155	216596888660162688							0	7.0430e+01	1.8202e+00	21.0690	0.0281																
056.2619738519939	+31.5246791267668	056.26199707148	1.3203	+31.52467820538	0.4858	216596854300361984	0.7600	1.4066	4.597	2.069	-0.214	1.361	1	1.2301e+02	8.7267e-01	20.4635	0.0077	6.3108e+01	6.8225e+00	20.8512	0.1174	1.7031e+02	7.2644e+00	19.1838	0.0463	1.6674							
056.2303416792954	+31.5182784565043	056.23037998857	0.8408	+31.51820506401	0.4053	216596957379474816	1.6183	0.9269	7.585	1.480	-17.046	1.008	0	1.6324e+02	9.7347e-01	20.1563	0.0065	3.0048e+01	5.5021e+00	21.6568	0.1988	2.8583e+02	6.3747e+00	18.6216	0.0242	3.0352							
056.2281096136931	+31.5260296566110	056.22811487692	0.4745	+31.52602050300	0.2224	216597026100299776	0.8154	0.5178	1.042	0.866	-2.126	0.597	0	3.7352e+02	1.1803e+00	19.2576	0.0034	9.0682e+01	7.8497e+00	20.4576	0.0940	5.0427e+02	8.7198e+00	18.0053	0.0188	2.4523							
056.2343711605486	+31.5148850393755	056.23437286256	0.0667	+31.51487941632	0.0354	216596957380816384	-0.1411	0.0770	0.337	0.127	-1.306	0.091	0	2.9202e+04	1.6313e+01	14.5248	0.0006	5.5450e+03	1.7287e+01	15.9916	0.0034	3.7239e+04	4.5340e+01	13.3344	0.0013	2.6572			3866.73				
056.2190482926546	+31.5257916491470	056.21898814958	0.9896	+31.52581667305	0.4087	216596987444698240	2.3969	1.0985	-11.907	1.691	5.812	0.990	0	1.5704e+02	1.0184e+00	20.1984	0.0070	3.4888e+01	7.9497e+00	21.4947	0.2474	2.5965e+02	8.6045e+00	18.7259	0.0360	2.7687							
056.2432466273048	+31.5173371288422	056.24324724853	0.5882	+31.51732560287	0.2753	216596953084959360	0.3944	0.6417	0.123	1.041	-2.677	0.708	0	2.5394e+02	9.6686e-01	19.6766	0.0041	5.5648e+01	8.3109e+00	20.9878	0.1622	3.3350e+02	7.7396e+00	18.4542	0.0252	2.5336							
056.2224644419878	+31.5175715714751	056.22245402255	1.4087	+31.51755742342	0.6388	216596991739315712	-1.8392	1.5092	-2.063	2.379	-3.286	1.631	0	9.7899e+01	1.0181e+00	20.7114	0.0113	5.1510e+01	1.1831e+01	21.0717	0.2494	1.4100e+02	1.0210e+01	19.3889	0.0786	1.6828							
056.2471437738186	+31.5498403330154	056.24716149248	0.0819	+31.54982292135	0.0395	216597163539245184	0.4968	0.0920	3.507	0.158	-4.044	0.116	0	1.6204e+04	6.6526e+00	15.1643	0.0004	2.4244e+03	1.4271e+01	16.8899	0.0064	2.2256e+04	3.0439e+01	13.8933	0.0015	2.9966			4189.38	2.9050	1.4678		
056.2500213149005	+31.5224308422844	056.25001789545	1.0639	+31.52240728659	0.4535	216597060458722176	2.4265	1.0915	-0.677	1.957	-5.471	1.280	0	1.3535e+02	9.1399e-01	20.3597	0.0073	3.8862e+01	6.2905e+00	21.3776	0.1757	1.9000e+02	7.2490e+00	19.0650	0.0414	2.3125							
056.2629161878646	+31.5409511713889	056.26291885021	0.8024	+31.54095152875	0.3634	216597090523913856	-0.9318	0.8530	0.527	1.527	0.083	1.003	0	1.7810e+02	8.6709e-01	20.0617	0.0053	8.6178e+01	9.1470e+00	20.5129	0.1152	2.3468e+02	9.0743e+00	18.8357	0.0420	1.6772							
056.2423250668097	+31.5391340416458	056.24233990897	1.6082	+31.53913139373	0.6394	216597129178301696	-0.4188	1.4983	2.938	3.454	-0.615	1.830	0	1.0092e+02	9.3700e-01	20.6784	0.0101	3.3819e+01	8.5130e+00	21.5285	0.2733	1.4697e+02	6.4953e+00	19.3438	0.0480	2.1847							
056.3471619846122	+31.4941561013711	056.34715908628	2.5751	+31.49410567901	1.1047	216597227963026432	-2.7706	2.6513	-0.574	4.966	-11.711	3.549	0	7.6289e+01	1.1808e+00	20.9822	0.0168	4.7733e+01	1.6301e+01	21.1543	0.3708	1.3540e+02	1.3188e+01	19.4328	0.1057	1.7215							
056.3337018957542	+31.5054880486565	056.33369560349	1.6712	+31.50545397449	0.7635	216597296682482432	1.6063	1.6685	-1.246	3.543	-7.914	2.346	0	9.3984e+01	9.5504e-01	20.7557	0.0110	5.6887e+01	7.8462e+00	20.9639	0.1498	1.6143e+02	1.0162e+01	19.2419	0.0683	1.7219							
